15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,15,15,15,15,15,15,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,15,15,15,15,15,15,8,8,8,8,3,3,5,5,3,4,6,3,3,5,0,0,0,0,0,0,0,0,0,3,7
15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,4,0,0,4,3,3,7,7
8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,8,8,8,0,0,0,0,0,0,7,7,7,7,7
8,8,8,8,8,8,8,8,8,11,11,11,11,11,0,0,0,11,11,11,11,0,0,0,0,0,0,7,7,7,7,7
8,8,8,8,8,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,7
8,8,8,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,8,8,8,8
8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,8,8,8,0,0,0,8,7
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,8,8,8,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,7,7,7,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,8
8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,8,8,8,8,8
8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8
8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
