15,15,15,15,15,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,8,7,7,7,7,11,7,7
15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,9,7,9,7,7,7,7,7,7,7,7,7,7,9,7,7,7,7,7,7,8,10
15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,15,15,15,15,15,15,15,15,7,7,7,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7,7,7
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,9,7,7,7
15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,16,15,15,15,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,7,7,7,8,7
15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15,15,15,15,15,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,7,7,7
15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7
15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,7
15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7
15,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
15,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,5,7,7,7
15,15,15,15,15,15,15,15,15,15,15,15,15,18,16,15,15,15,15,15,15,15,15,15,15,15,18,15,15,15,15,15,6,3,4,2,2,2,4,6,2,2,2,7,7,7,7,7,9,10
15,15,15,15,15,15,15,15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,15,15,15,7,7,7,7,9,10,7,7,7,7,7,7,7,9,8,7,7,7,7,7,9,11
