15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15,15,15,15,2,4,5,3,5,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
15,15,7,7,9,10,9,9,9,9,9,9,3,4,2,5,3,6,6,4,6,3,6,5,4,2,0,0,0,0,2,7
7,7,7,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,8,0,0,0,8,7
9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,0,0,0,7,9
9,10,9,9,9,9,9,0,0,0,10,9,9,9,9,9,9,9,9,10,9,7,7,7,7,7,7,0,0,0,0,7
9,9,9,9,10,10,7,0,0,0,7,10,9,9,9,0,0,0,9,9,7,7,0,0,0,0,0,0,0,0,0,7
9,9,9,7,7,10,0,0,0,0,0,7,7,7,9,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7
9,9,10,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
7,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,7,7,7,7,8,2,3,4,7,10,9
7,7,7,10,7,7,7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,7,7,8,9
9,9,9,9,10,9,9,9,10,9,9,9,9,9,9,10,9,9,7,7,9,8,9,10,9,9,9,9,9,9,9,9
