12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
12,0,0,0,0,12,12,12,0,0,0,0,12,0,0,12,12,12,12,12
15,0,0,0,12,12,12,15,0,0,0,0,15,0,12,12,12,12,12,12
15,0,0,0,0,12,12,15,0,0,0,0,15,12,12,12,12,12,12,12
15,12,0,0,0,12,12,15,0,0,0,0,15,12,12,12,12,12,12,12
15,0,0,0,0,12,12,15,0,0,0,0,15,12,12,12,12,12,12,12
15,0,0,0,12,12,12,15,0,0,0,0,15,12,12,12,12,12,12,12
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15
15,15,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,15
15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,15
15,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,15,15
15,0,0,12,12,12,12,15,12,12,12,12,15,0,0,0,0,0,15,15
15,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,15
15,15,0,0,0,0,15,15,0,0,0,0,15,0,0,0,0,0,0,15
1,15,15,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,15
1,1,15,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,15
1,1,15,0,0,0,0,15,0,0,0,0,15,15,15,0,0,0,0,15
1,1,15,15,0,0,0,15,0,0,0,0,15,15,15,0,0,0,0,15
1,1,1,15,0,0,0,15,0,0,0,0,15,15,15,15,0,0,0,15
1,1,1,15,0,0,0,15,0,0,0,0,15,15,15,15,12,0,0,15
1,1,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15
1,15,15,0,0,0,0,15,0,0,0,0,0,15,15,12,0,0,12,15
1,15,0,0,0,0,0,15,0,0,0,0,0,15,15,12,0,0,12,15
15,15,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,12,15,15
15,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,15,15,15
15,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,12,15,15,15
15,15,15,15,15,15,15,15,0,0,0,0,15,15,15,15,15,15,15,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
